indicator_data_id,geo_type_name,geo_entity_id,geo_entity_name
151576,UHF42,102,Northeast Bronx
151528,UHF42,102,Northeast Bronx
151577,UHF42,103,Fordham - Bronx Pk
151529,UHF42,103,Fordham - Bronx Pk
151578,UHF42,104,Pelham - Throgs Neck
151530,UHF42,104,Pelham - Throgs Neck
151579,UHF42,105,Crotona -Tremont
151531,UHF42,105,Crotona -Tremont
151580,UHF42,106,High Bridge - Morrisania
151532,UHF42,106,High Bridge - Morrisania
151581,UHF42,107,Hunts Point - Mott Haven
151533,UHF42,107,Hunts Point - Mott Haven
151582,UHF42,201,Greenpoint
151534,UHF42,201,Greenpoint
151583,UHF42,202,Downtown - Heights - Slope
151535,UHF42,202,Downtown - Heights - Slope
151584,UHF42,203,Bedford Stuyvesant - Crown Heights
151536,UHF42,203,Bedford Stuyvesant - Crown Heights
151585,UHF42,204,East New York
151537,UHF42,204,East New York
151586,UHF42,205,Sunset Park
151538,UHF42,205,Sunset Park
151587,UHF42,206,Borough Park
151539,UHF42,206,Borough Park
151588,UHF42,207,East Flatbush - Flatbush
151540,UHF42,207,East Flatbush - Flatbush
151589,UHF42,208,Canarsie - Flatlands
151541,UHF42,208,Canarsie - Flatlands
151590,UHF42,209,Bensonhurst - Bay Ridge
151542,UHF42,209,Bensonhurst - Bay Ridge
151591,UHF42,210,Coney Island - Sheepshead Bay
151543,UHF42,210,Coney Island - Sheepshead Bay
151592,UHF42,211,Williamsburg - Bushwick
151544,UHF42,211,Williamsburg - Bushwick
151593,UHF42,301,Washington Heights
151545,UHF42,301,Washington Heights
151594,UHF42,302,Central Harlem - Morningside Heights
151546,UHF42,302,Central Harlem - Morningside Heights
151595,UHF42,303,East Harlem
151547,UHF42,303,East Harlem
151596,UHF42,304,Upper West Side
151548,UHF42,304,Upper West Side
151597,UHF42,305,Upper East Side
151549,UHF42,305,Upper East Side
151598,UHF42,306,Chelsea - Clinton
151550,UHF42,306,Chelsea - Clinton
151599,UHF42,307,Gramercy Park - Murray Hill
151551,UHF42,307,Gramercy Park - Murray Hill
151600,UHF42,308,Greenwich Village - SoHo
151552,UHF42,308,Greenwich Village - SoHo
151601,UHF42,309,Union Square - Lower East Side
151553,UHF42,309,Union Square - Lower East Side
151602,UHF42,310,Lower Manhattan
151554,UHF42,310,Lower Manhattan
151603,UHF42,401,Long Island City - Astoria
151555,UHF42,401,Long Island City - Astoria
151604,UHF42,402,West Queens
151556,UHF42,402,West Queens
151605,UHF42,403,Flushing - Clearview
151557,UHF42,403,Flushing - Clearview
151606,UHF42,404,Bayside - Little Neck
151558,UHF42,404,Bayside - Little Neck
151607,UHF42,405,Ridgewood - Forest Hills
151559,UHF42,405,Ridgewood - Forest Hills
151608,UHF42,406,Fresh Meadows
151560,UHF42,406,Fresh Meadows
151609,UHF42,407,Southwest Queens
151561,UHF42,407,Southwest Queens
151610,UHF42,408,Jamaica
151562,UHF42,408,Jamaica
151611,UHF42,409,Southeast Queens
151563,UHF42,409,Southeast Queens
151612,UHF42,410,Rockaways
151564,UHF42,410,Rockaways
151613,UHF42,501,Port Richmond
151565,UHF42,501,Port Richmond
151614,UHF42,502,Stapleton - St. George
151566,UHF42,502,Stapleton - St. George
151615,UHF42,503,Willowbrook
151567,UHF42,503,Willowbrook
151616,UHF42,504,South Beach - Tottenville
151568,UHF42,504,South Beach - Tottenville
131022,Borough,1,Bronx
131023,Borough,2,Brooklyn
131024,Borough,3,Manhattan
131025,Borough,4,Queens
131026,Borough,5,Staten Island
151426,Borough,1,Bronx
151427,Borough,2,Brooklyn
151428,Borough,3,Manhattan
151429,Borough,4,Queens
151430,Borough,5,Staten Island
131021,Citywide,1,New York City
151425,Citywide,1,New York City
130979,UHF42,101,Kingsbridge - Riverdale
130980,UHF42,102,Northeast Bronx
130981,UHF42,103,Fordham - Bronx Pk
130982,UHF42,104,Pelham - Throgs Neck
130983,UHF42,105,Crotona -Tremont
130984,UHF42,106,High Bridge - Morrisania
130985,UHF42,107,Hunts Point - Mott Haven
130986,UHF42,201,Greenpoint
130987,UHF42,202,Downtown - Heights - Slope
130988,UHF42,203,Bedford Stuyvesant - Crown Heights
130989,UHF42,204,East New York
130990,UHF42,205,Sunset Park
130991,UHF42,206,Borough Park
130992,UHF42,207,East Flatbush - Flatbush
130993,UHF42,208,Canarsie - Flatlands
130994,UHF42,209,Bensonhurst - Bay Ridge
130995,UHF42,210,Coney Island - Sheepshead Bay
130996,UHF42,211,Williamsburg - Bushwick
130997,UHF42,301,Washington Heights
130998,UHF42,302,Central Harlem - Morningside Heights
130999,UHF42,303,East Harlem
131000,UHF42,304,Upper West Side
131001,UHF42,305,Upper East Side
131002,UHF42,306,Chelsea - Clinton
131003,UHF42,307,Gramercy Park - Murray Hill
131004,UHF42,308,Greenwich Village - SoHo
131005,UHF42,309,Union Square - Lower East Side
131006,UHF42,310,Lower Manhattan
131007,UHF42,401,Long Island City - Astoria
131008,UHF42,402,West Queens
131009,UHF42,403,Flushing - Clearview
131010,UHF42,404,Bayside - Little Neck
131011,UHF42,405,Ridgewood - Forest Hills
131012,UHF42,406,Fresh Meadows
131013,UHF42,407,Southwest Queens
131014,UHF42,408,Jamaica
131015,UHF42,409,Southeast Queens
131016,UHF42,410,Rockaways
131017,UHF42,501,Port Richmond
131018,UHF42,502,Stapleton - St. George
131019,UHF42,503,Willowbrook
131020,UHF42,504,South Beach - Tottenville
151383,UHF42,101,Kingsbridge - Riverdale
151384,UHF42,102,Northeast Bronx
151385,UHF42,103,Fordham - Bronx Pk
151386,UHF42,104,Pelham - Throgs Neck
151387,UHF42,105,Crotona -Tremont
151388,UHF42,106,High Bridge - Morrisania
151389,UHF42,107,Hunts Point - Mott Haven
151390,UHF42,201,Greenpoint
151391,UHF42,202,Downtown - Heights - Slope
151392,UHF42,203,Bedford Stuyvesant - Crown Heights
151393,UHF42,204,East New York
151394,UHF42,205,Sunset Park
151395,UHF42,206,Borough Park
151396,UHF42,207,East Flatbush - Flatbush
151397,UHF42,208,Canarsie - Flatlands
151398,UHF42,209,Bensonhurst - Bay Ridge
151399,UHF42,210,Coney Island - Sheepshead Bay
151400,UHF42,211,Williamsburg - Bushwick
151401,UHF42,301,Washington Heights
151402,UHF42,302,Central Harlem - Morningside Heights
151403,UHF42,303,East Harlem
151404,UHF42,304,Upper West Side
151405,UHF42,305,Upper East Side
151406,UHF42,306,Chelsea - Clinton
151407,UHF42,307,Gramercy Park - Murray Hill
151408,UHF42,308,Greenwich Village - SoHo
151409,UHF42,309,Union Square - Lower East Side
151410,UHF42,310,Lower Manhattan
151411,UHF42,401,Long Island City - Astoria
151412,UHF42,402,West Queens
151413,UHF42,403,Flushing - Clearview
151414,UHF42,404,Bayside - Little Neck
151415,UHF42,405,Ridgewood - Forest Hills
151416,UHF42,406,Fresh Meadows
151417,UHF42,407,Southwest Queens
151418,UHF42,408,Jamaica
151419,UHF42,409,Southeast Queens
151420,UHF42,410,Rockaways
151421,UHF42,501,Port Richmond
151422,UHF42,502,Stapleton - St. George
151423,UHF42,503,Willowbrook
151424,UHF42,504,South Beach - Tottenville
131262,Borough,1,Bronx
130830,Borough,1,Bronx
131263,Borough,2,Brooklyn
130831,Borough,2,Brooklyn
131264,Borough,3,Manhattan
130832,Borough,3,Manhattan
131265,Borough,4,Queens
130833,Borough,4,Queens
131266,Borough,5,Staten Island
130834,Borough,5,Staten Island
131406,Borough,1,Bronx
131454,Borough,1,Bronx
131407,Borough,2,Brooklyn
131455,Borough,2,Brooklyn
131408,Borough,3,Manhattan
131456,Borough,3,Manhattan
131409,Borough,4,Queens
131457,Borough,4,Queens
131410,Borough,5,Staten Island
131458,Borough,5,Staten Island
131261,Citywide,1,New York City
130829,Citywide,1,New York City
131405,Citywide,1,New York City
131453,Citywide,1,New York City
131219,UHF42,101,Kingsbridge - Riverdale
130787,UHF42,101,Kingsbridge - Riverdale
131220,UHF42,102,Northeast Bronx
130788,UHF42,102,Northeast Bronx
131221,UHF42,103,Fordham - Bronx Pk
130789,UHF42,103,Fordham - Bronx Pk
131222,UHF42,104,Pelham - Throgs Neck
130790,UHF42,104,Pelham - Throgs Neck
131223,UHF42,105,Crotona -Tremont
130791,UHF42,105,Crotona -Tremont
131224,UHF42,106,High Bridge - Morrisania
130792,UHF42,106,High Bridge - Morrisania
131225,UHF42,107,Hunts Point - Mott Haven
130793,UHF42,107,Hunts Point - Mott Haven
131226,UHF42,201,Greenpoint
130794,UHF42,201,Greenpoint
131227,UHF42,202,Downtown - Heights - Slope
130795,UHF42,202,Downtown - Heights - Slope
131228,UHF42,203,Bedford Stuyvesant - Crown Heights
130796,UHF42,203,Bedford Stuyvesant - Crown Heights
131229,UHF42,204,East New York
130797,UHF42,204,East New York
131230,UHF42,205,Sunset Park
130798,UHF42,205,Sunset Park
131231,UHF42,206,Borough Park
130799,UHF42,206,Borough Park
131232,UHF42,207,East Flatbush - Flatbush
130800,UHF42,207,East Flatbush - Flatbush
131233,UHF42,208,Canarsie - Flatlands
130801,UHF42,208,Canarsie - Flatlands
131234,UHF42,209,Bensonhurst - Bay Ridge
130802,UHF42,209,Bensonhurst - Bay Ridge
131235,UHF42,210,Coney Island - Sheepshead Bay
130803,UHF42,210,Coney Island - Sheepshead Bay
131236,UHF42,211,Williamsburg - Bushwick
130804,UHF42,211,Williamsburg - Bushwick
131237,UHF42,301,Washington Heights
130805,UHF42,301,Washington Heights
131238,UHF42,302,Central Harlem - Morningside Heights
130806,UHF42,302,Central Harlem - Morningside Heights
131239,UHF42,303,East Harlem
130807,UHF42,303,East Harlem
131240,UHF42,304,Upper West Side
130808,UHF42,304,Upper West Side
131241,UHF42,305,Upper East Side
130809,UHF42,305,Upper East Side
131242,UHF42,306,Chelsea - Clinton
130810,UHF42,306,Chelsea - Clinton
131243,UHF42,307,Gramercy Park - Murray Hill
130811,UHF42,307,Gramercy Park - Murray Hill
131244,UHF42,308,Greenwich Village - SoHo
130812,UHF42,308,Greenwich Village - SoHo
131245,UHF42,309,Union Square - Lower East Side
130813,UHF42,309,Union Square - Lower East Side
131246,UHF42,310,Lower Manhattan
130814,UHF42,310,Lower Manhattan
131247,UHF42,401,Long Island City - Astoria
130815,UHF42,401,Long Island City - Astoria
131248,UHF42,402,West Queens
130816,UHF42,402,West Queens
131249,UHF42,403,Flushing - Clearview
130817,UHF42,403,Flushing - Clearview
131250,UHF42,404,Bayside - Little Neck
130818,UHF42,404,Bayside - Little Neck
131251,UHF42,405,Ridgewood - Forest Hills
130819,UHF42,405,Ridgewood - Forest Hills
131396,UHF42,406,Fresh Meadows
131252,UHF42,406,Fresh Meadows
130820,UHF42,406,Fresh Meadows
131253,UHF42,407,Southwest Queens
130821,UHF42,407,Southwest Queens
131254,UHF42,408,Jamaica
130822,UHF42,408,Jamaica
131255,UHF42,409,Southeast Queens
130823,UHF42,409,Southeast Queens
131256,UHF42,410,Rockaways
130824,UHF42,410,Rockaways
131257,UHF42,501,Port Richmond
130825,UHF42,501,Port Richmond
131258,UHF42,502,Stapleton - St. George
130826,UHF42,502,Stapleton - St. George
131259,UHF42,503,Willowbrook
130827,UHF42,503,Willowbrook
131260,UHF42,504,South Beach - Tottenville
130828,UHF42,504,South Beach - Tottenville
131363,UHF42,101,Kingsbridge - Riverdale
131411,UHF42,101,Kingsbridge - Riverdale
131364,UHF42,102,Northeast Bronx
131412,UHF42,102,Northeast Bronx
131365,UHF42,103,Fordham - Bronx Pk
131413,UHF42,103,Fordham - Bronx Pk
131366,UHF42,104,Pelham - Throgs Neck
131414,UHF42,104,Pelham - Throgs Neck
131367,UHF42,105,Crotona -Tremont
131415,UHF42,105,Crotona -Tremont
131368,UHF42,106,High Bridge - Morrisania
131416,UHF42,106,High Bridge - Morrisania
131369,UHF42,107,Hunts Point - Mott Haven
131417,UHF42,107,Hunts Point - Mott Haven
131370,UHF42,201,Greenpoint
131418,UHF42,201,Greenpoint
131371,UHF42,202,Downtown - Heights - Slope
131419,UHF42,202,Downtown - Heights - Slope
131372,UHF42,203,Bedford Stuyvesant - Crown Heights
131420,UHF42,203,Bedford Stuyvesant - Crown Heights
131373,UHF42,204,East New York
131421,UHF42,204,East New York
131374,UHF42,205,Sunset Park
131422,UHF42,205,Sunset Park
131375,UHF42,206,Borough Park
131423,UHF42,206,Borough Park
131376,UHF42,207,East Flatbush - Flatbush
131424,UHF42,207,East Flatbush - Flatbush
131377,UHF42,208,Canarsie - Flatlands
131425,UHF42,208,Canarsie - Flatlands
131378,UHF42,209,Bensonhurst - Bay Ridge
131426,UHF42,209,Bensonhurst - Bay Ridge
131379,UHF42,210,Coney Island - Sheepshead Bay
131427,UHF42,210,Coney Island - Sheepshead Bay
131380,UHF42,211,Williamsburg - Bushwick
131428,UHF42,211,Williamsburg - Bushwick
131381,UHF42,301,Washington Heights
131429,UHF42,301,Washington Heights
131382,UHF42,302,Central Harlem - Morningside Heights
131430,UHF42,302,Central Harlem - Morningside Heights
131383,UHF42,303,East Harlem
131431,UHF42,303,East Harlem
131384,UHF42,304,Upper West Side
131432,UHF42,304,Upper West Side
131385,UHF42,305,Upper East Side
131433,UHF42,305,Upper East Side
131386,UHF42,306,Chelsea - Clinton
131434,UHF42,306,Chelsea - Clinton
131387,UHF42,307,Gramercy Park - Murray Hill
131435,UHF42,307,Gramercy Park - Murray Hill
131600,Borough,3,Manhattan
131388,UHF42,308,Greenwich Village - SoHo
131436,UHF42,308,Greenwich Village - SoHo
131389,UHF42,309,Union Square - Lower East Side
131437,UHF42,309,Union Square - Lower East Side
131390,UHF42,310,Lower Manhattan
131438,UHF42,310,Lower Manhattan
131391,UHF42,401,Long Island City - Astoria
